id,name,now_cost,position,team,news,corners_and_indirect_freekicks_order,yellow_cards,ict_index_rank_type,red_cards,expected_assists,influence_rank,now_cost_rank,selected_rank,form_rank_type,creativity_rank,expected_goals_per_90,expected_assists_per_90,threat_rank,bps,ict_index,now_cost_rank_type,web_name,influence_rank_type,saves,clean_sheets_per_90,influence,creativity,goals_conceded_per_90,ep_next,saves_per_90,direct_freekicks_order,minutes,selected_rank_type,expected_goals_conceded,news_added,value_season,expected_goals,bonus,chance_of_playing_next_round,own_goals,threat,goals_scored,expected_goals_conceded_per_90,total_points,goals_conceded,expected_goal_involvements,points_per_game_rank,assists,threat_rank_type,starts,points_per_game_rank_type,status,clean_sheets,expected_goal_involvements_per_90,penalties_missed,penalties_saved,selected_by_percent,starts_per_90,points_per_game,creativity_rank_type,ict_index_rank,penalties_order,form_rank
265,James Tarkowski,45,DEF,Everton,,,6,3,0,1.89,6,303,132,65,157,0.08,0.05,66,632,167.0,36,Tarkowski,1,0,0.24,1040.4,185.6,1.5,2.0,0.0,,3420,44,67.45,2023-08-06T23:30:05.744451Z,23.6,2.97,13,100.0,0,441.0,1,1.78,106,57,4.86,161,1,2,38,54,a,9,0.13,0,0,1.8,1.0,2.8,40,46,,109
266,João Neves Virgínia,40,GKP,Everton,,,0,53,0,0.00,433,594,202,33,424,0.0,0.0,408,0,0.0,62,J.Virginia,53,0,0.0,0.0,0.0,0.0,1.0,0.0,,0,30,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,442,0,34,0,53,a,0,0.0,0,0,0.7,0.0,0.0,43,436,,61
579,Andy Lonergan,40,GKP,Everton,,,0,30,0,0.00,392,534,491,1,374,0.0,0.0,356,0,0.0,30,Lonergan,30,0,0.0,0.0,0.0,0.0,1.0,0.0,,0,65,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,401,0,2,0,30,a,0,0.0,0,0,0.1,0.0,0.0,11,395,,1
588,Ashley Young,45,DEF,Everton,,2.0,7,56,0,0.78,158,304,197,66,140,0.02,0.03,239,388,68.7,37,Young,59,0,0.4,380.2,223.4,1.24,2.0,0.0,,2031,68,31.81,,19.3,0.46,8,,0,81.0,1,1.41,87,28,1.24,134,0,78,23,40,a,9,0.05,0,0,0.8,1.02,3.0,33,188,,110
601,Arnaut Danjuma Groeneveld,55,MID,Everton,Knock - 75% chance of playing,,0,152,0,0.07,340,125,330,210,315,0.47,0.04,257,43,14.8,79,Danjuma,151,0,0.0,53.2,25.1,2.78,1.5,0.0,,162,101,2.31,2023-08-06T23:30:06.216908Z,2.7,0.84,0,75.0,0,71.0,1,1.28,15,5,0.91,299,0,134,1,129,d,0,0.51,0,0,0.2,0.56,1.7,161,327,,538
624,Lewis Dobbin,45,MID,Everton,,,0,211,0,0.00,540,482,629,42,539,0.0,0.0,532,0,0.0,238,Dobbin,210,0,0.0,0.0,0.0,0.0,1.0,0.0,,0,263,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,545,0,210,0,214,a,0,0.0,0,0,0.0,0.0,0.0,212,542,,288
267,Andreas Hoelgebaum Pereira,55,MID,Fulham,Knock - 75% chance of playing,1.0,8,27,0,4.26,123,102,120,194,12,0.24,0.14,56,360,189.3,63,Andreas,57,0,0.27,440.6,965.0,1.34,1.5,0.0,1.0,2696,44,47.49,2023-08-10T15:00:05.473240Z,22.4,7.16,9,75.0,0,495.0,4,1.59,123,40,11.42,76,10,39,33,32,d,8,0.38,0,0,2.2,1.1,3.7,10,36,2.0,515
268,Tom Cairney,50,MID,Fulham,Muscle injury - 75% chance of playing,,2,99,0,1.51,252,166,594,88,132,0.13,0.14,141,217,64.2,104,Cairney,111,0,0.09,190.4,232.1,1.21,1.2,0.0,,968,240,19.69,2023-08-06T23:30:05.762284Z,10.6,1.44,2,75.0,0,217.0,2,1.83,53,13,2.95,307,1,93,6,131,d,1,0.27,0,0,0.0,0.56,1.6,90,196,,357
269,Ivan Neves Abreu Cavaleiro,50,MID,Fulham,,,0,245,0,0.00,585,208,581,118,584,0.0,0.0,582,0,0.0,134,I.Cavaleiro,245,0,0.0,0.0,0.0,0.0,1.6,0.0,,0,231,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,586,0,245,0,245,a,0,0.0,0,0,0.0,0.0,0.0,245,586,,399
270,Bobby De Cordova-Reid,55,MID,Fulham,,,8,63,0,1.49,169,86,438,185,98,0.14,0.05,55,289,119.7,54,De Cordova-Reid,75,0,0.29,365.2,326.6,1.46,2.1,0.0,,2473,147,46.78,,16.4,3.91,3,,0,508.0,4,1.7,90,40,5.40,202,1,38,29,80,a,8,0.19,0,0,0.1,1.06,2.5,74,90,,499
271,Issa Diop,45,DEF,Fulham,,,2,71,0,0.49,114,416,344,139,300,0.01,0.02,243,422,58.1,110,Diop,37,0,0.31,462.2,38.8,1.17,2.0,0.0,,2008,129,35.86,,17.6,0.29,8,,0,80.0,1,1.61,79,26,0.78,120,0,81,21,35,a,7,0.03,0,0,0.2,0.94,3.2,112,212,,222
272,Tyrese Francois,45,MID,Fulham,,,0,183,0,0.00,387,465,562,36,366,0.0,0.0,524,3,0.1,232,Francois,180,0,0.0,1.0,0.3,0.0,1.0,0.0,,1,218,0.00,,0.2,0.00,0,,0,0.0,0,0.0,1,0,0.00,372,0,206,0,169,a,0,0.0,0,0,0.0,0.0,1.0,182,393,,271
273,Anthony Knockaert,45,MID,Fulham,,,0,187,0,0.00,478,331,429,4,475,0.0,0.0,462,0,0.0,200,Knockaert,186,0,0.0,0.0,0.0,0.0,1.0,0.0,,0,143,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,487,0,182,0,192,a,0,0.0,0,0,0.1,0.0,0.0,188,481,,137
274,Terence Kongolo,40,DEF,Fulham,,,0,144,0,0.00,406,558,391,10,394,0.0,0.0,376,0,0.0,160,Kongolo,144,0,0.0,0.0,0.0,0.0,1.0,0.0,,0,149,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,415,0,138,0,145,a,0,0.0,0,0,0.2,0.0,0.0,143,409,,25
275,Bernd Leno,45,GKP,Fulham,,,3,2,0,0.00,3,324,50,51,342,0.0,0.0,458,766,116.6,18,Leno,1,144,0.22,1154.8,10.0,1.42,2.3,4.0,,3240,10,62.75,,31.6,0.00,17,,0,0.0,0,1.74,142,51,0.00,53,0,52,36,11,a,8,0.0,0,1,7.6,1.0,3.9,8,95,,130
276,Saša Lukić,45,MID,Fulham,,,1,161,0,0.16,348,405,275,17,319,0.03,0.04,323,58,8.2,213,Lukić,156,0,0.0,40.8,21.9,2.22,1.0,0.0,,406,85,9.68,,3.3,0.13,0,,0,19.0,0,2.15,15,10,0.29,352,0,161,4,158,a,0,0.07,0,0,0.3,0.89,1.2,162,347,,211
277,Kevin Mbabu,40,DEF,Fulham,,,1,127,0,0.42,350,564,216,13,302,0.0,0.27,381,39,7.8,163,Mbabu,129,0,0.0,39.8,37.7,4.47,1.0,0.0,,141,73,7.18,,1.8,0.00,0,,0,0.0,0,4.58,7,7,0.42,350,1,140,1,126,a,0,0.27,0,0,0.6,0.64,1.2,113,351,,31
278,Aleksandar Mitrović,75,FWD,Fulham,,,7,7,0,1.31,74,19,85,71,137,0.69,0.06,10,324,197.1,7,Mitrović,7,0,0.31,584.8,228.3,1.34,2.4,0.0,,2010,17,35.70,,14.3,15.31,14,,0,1171.0,14,1.6,107,30,16.62,20,2,6,23,7,a,7,0.75,4,0,4.2,1.03,4.5,14,31,1.0,617
279,Rodrigo Muniz Carvalho,45,FWD,Fulham,,,0,51,0,0.00,522,450,238,10,522,0.0,0.0,513,0,0.0,70,Muniz,49,0,0.0,0.0,0.0,0.0,1.0,0.0,,0,45,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,529,0,51,0,51,a,0,0.0,0,0,0.5,0.0,0.0,49,525,,256
280,João Palhinha Gonçalves,50,MID,Fulham,Shoulder injury - Expected back 19 Aug,,14,72,0,0.39,80,202,292,113,190,0.08,0.01,95,379,105.5,129,J.Palhinha,37,0,0.26,570.2,142.8,1.25,0.0,0.0,,3108,89,56.38,2023-08-06T23:30:05.777889Z,16.6,2.93,5,0.0,1,338.0,3,1.63,83,43,3.32,209,0,65,35,81,i,9,0.09,0,0,0.3,1.01,2.4,118,110,,393
281,Tim Ream,45,DEF,Fulham,,,2,46,0,0.27,70,328,233,80,272,0.01,0.01,249,560,74.8,51,Ream,18,0,0.25,604.2,65.2,1.37,2.0,0.0,,2898,80,54.05,,21.8,0.24,12,,0,76.0,1,1.68,98,44,0.51,136,0,83,33,42,a,8,0.02,0,0,0.5,1.02,3.0,97,169,,134
282,Harrison Reed,50,MID,Fulham,,,5,58,0,2.04,107,201,164,112,53,0.06,0.06,118,409,125.8,128,Reed,50,0,0.28,484.4,507.3,1.38,1.6,0.0,,2868,56,53.81,,21.4,1.95,9,,1,266.0,3,1.69,107,44,3.99,154,4,76,35,62,a,9,0.12,0,0,1.1,1.1,2.9,45,80,,392
283,Antonee Robinson,45,DEF,Fulham,,,8,20,0,1.68,77,373,204,110,65,0.0,0.05,265,558,106.3,81,Robinson,22,0,0.26,573.2,427.4,1.28,2.0,0.0,,3088,71,55.11,,20.7,0.07,5,,0,61.0,0,1.61,93,44,1.75,175,2,92,35,63,a,9,0.05,0,0,0.7,1.02,2.7,9,109,,179
284,Marek Rodák,40,GKP,Fulham,,,0,29,0,0.00,359,570,236,23,404,0.0,0.0,387,33,1.9,52,Rodák,29,2,0.5,19.0,0.0,1.0,1.0,1.0,,180,38,2.12,,1.8,0.00,0,,0,0.0,0,1.06,7,2,0.00,91,0,24,2,17,a,1,0.0,0,0,0.5,1.0,3.5,33,372,,37
285,Kenny Tete,45,DEF,Fulham,,,8,14,0,1.90,50,369,201,107,81,0.03,0.07,183,484,120.9,78,Tete,12,0,0.25,670.2,391.4,1.26,2.0,0.0,,2569,70,46.78,,20.0,0.74,1,,0,145.0,1,1.64,90,36,2.64,149,5,39,29,50,a,7,0.1,0,0,0.7,1.02,2.9,13,89,,175
286,Tosin Adarabioyo,45,DEF,Fulham,,,4,50,0,0.47,98,344,447,92,247,0.03,0.02,193,353,73.4,63,Tosin,32,0,0.13,514.4,90.1,1.68,2.0,0.0,,2084,170,43.91,,10.9,0.71,1,,0,128.0,1,1.9,49,39,1.18,253,0,47,23,96,a,3,0.05,0,0,0.1,0.99,2.0,81,173,,150
287,Carlos Vinícius Alves Morais,50,FWD,Fulham,,,3,22,0,0.72,222,266,76,34,211,0.25,0.06,89,206,73.1,54,Vinícius,21,0,0.08,244.0,118.6,1.64,1.4,0.0,,1098,14,24.80,,14.4,3.04,10,,0,374.0,5,2.03,72,20,3.76,189,2,23,11,20,a,1,0.31,0,0,4.6,0.9,2.6,26,176,,457
288,Harry Wilson,55,MID,Fulham,,3.0,1,103,0,1.03,239,101,341,193,160,0.17,0.09,161,215,57.7,62,Wilson,106,0,0.17,215.2,184.1,1.24,2.1,0.0,,1085,106,21.44,,12.4,2.03,2,,0,178.0,2,1.78,68,15,3.06,217,5,104,13,86,a,2,0.26,0,0,0.2,1.08,2.3,103,213,3.0,514
558,Raúl Jiménez,55,FWD,Fulham,,,0,29,0,0.55,318,89,152,42,213,0.27,0.06,114,65,46.7,28,Raúl,33,0,0.21,74.6,117.1,1.93,1.8,0.0,,839,31,16.00,,5.3,2.55,0,,0,277.0,0,1.72,29,18,3.10,276,2,29,8,31,a,2,0.33,0,0,1.2,0.86,1.9,27,242,,502
591,Willian Borges da Silva,55,MID,Fulham,,,2,38,0,2.99,118,82,212,181,30,0.15,0.13,64,442,160.8,50,Willian,55,0,0.38,455.8,703.4,0.93,2.1,0.0,,2127,68,34.39,,21.1,3.46,11,,0,449.0,5,1.46,116,22,6.45,28,7,46,25,12,a,9,0.28,0,0,0.6,1.06,4.3,24,53,,495
610,Calvin Bassey,45,DEF,Fulham,,,0,203,0,0.00,514,437,261,154,514,0.0,0.0,505,0,0.0,125,Bassey,203,0,0.0,0.0,0.0,0.0,2.0,0.0,,0,91,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,521,0,201,0,203,a,0,0.0,0,0,0.4,0.0,0.0,203,517,,243
625,Luc De Fougerolles,40,DEF,Fulham,,,0,185,0,0.00,471,641,624,64,465,0.0,0.0,450,0,0.0,214,De Fougerolles,185,0,0.0,0.0,0.0,0.0,1.0,0.0,,0,212,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,480,0,183,0,186,a,0,0.0,0,0,0.0,0.0,0.0,185,474,,108
289,Adrián San Miguel del Castillo,40,GKP,Liverpool,,,0,35,0,0.00,398,544,271,8,382,0.0,0.0,364,0,0.0,37,Adrián,35,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,44,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,407,0,9,0,35,a,0,0.0,0,0,0.3,0.0,0.0,18,401,,11
290,Trent Alexander-Arnold,80,DEF,Liverpool,,1.0,5,2,0,9.26,22,12,18,214,4,0.07,0.29,121,824,232.2,1,Alexander-Arnold,4,0,0.31,821.4,1236.9,1.36,4.5,0.0,1.0,2922,7,43.10,,19.5,2.36,21,,0,262.0,2,1.33,156,44,11.62,38,11,15,34,4,a,10,0.36,0,0,20.0,1.05,4.2,2,20,,628
291,Alisson Ramses Becker,55,GKP,Liverpool,,,1,4,0,0.02,11,91,43,72,341,0.0,0.0,623,824,97.6,2,Alisson,4,107,0.38,966.4,10.1,1.16,4.5,2.89,,3330,7,50.02,,29.5,0.00,15,,0,0.0,0,1.35,162,43,0.02,24,1,72,37,5,a,14,0.0,0,1,8.9,1.0,4.4,7,123,,504
292,Stefan Bajcetic,50,MID,Liverpool,,,2,142,0,0.47,308,300,505,178,277,0.14,0.08,248,85,22.8,194,Bajcetic,137,0,0.52,90.2,61.7,0.69,2.1,0.0,,522,175,6.80,,4.4,0.79,0,,0,77.0,1,1.17,22,4,1.26,266,0,130,6,108,a,3,0.22,0,0,0.1,1.03,2.0,146,308,,491
293,Darwin Núñez Ribeiro,75,FWD,Liverpool,,,1,8,1,2.66,117,27,26,75,96,0.65,0.14,12,310,186.0,11,Darwin,10,0,0.37,458.2,336.9,1.18,2.9,0.0,,1684,6,28.62,,13.3,12.15,8,,0,1078.0,9,1.53,100,22,14.81,108,5,7,19,14,a,7,0.79,0,0,15.0,1.02,3.4,7,39,,625
294,Diogo Teixeira da Silva,80,MID,Liverpool,,,2,75,0,1.70,163,14,97,265,128,0.51,0.14,83,282,100.6,8,Diogo J.,72,0,0.4,376.6,242.6,1.52,3.2,0.0,,1125,34,17.76,,10.0,6.38,9,,0,391.0,7,1.42,80,19,8.08,90,4,58,12,40,a,5,0.65,0,0,3.2,0.96,3.6,88,117,,630
295,Harvey Elliott,50,MID,Liverpool,,,2,73,0,4.31,214,280,304,164,76,0.12,0.24,86,286,105.5,180,Elliott,97,0,0.28,269.0,406.1,1.12,2.1,0.0,,1600,91,26.07,,12.4,2.12,2,,0,378.0,1,1.47,62,20,6.43,274,2,60,18,115,a,5,0.36,0,0,0.3,1.01,1.9,61,111,,471
296,Fabio Henrique Tavares,50,MID,Liverpool,Permanent Transfer to Al-Ittihad,,11,87,0,1.87,149,191,563,107,103,0.02,0.06,218,394,82.5,123,Fabinho,66,0,0.37,400.2,316.4,1.15,0.0,0.0,,2666,219,39.21,2023-08-01T09:50:49.848998Z,14.0,0.70,0,0.0,0,109.0,0,1.32,70,34,2.57,271,2,120,31,112,u,11,0.08,0,0,0.0,1.05,1.9,78,147,,382
297,Cody Gakpo,75,FWD,Liverpool,,,0,15,0,1.87,165,25,63,74,110,0.4,0.12,62,256,112.3,10,Gakpo,15,0,0.37,375.6,292.4,1.18,2.9,0.0,,1455,12,19.56,,12.0,6.43,4,,0,460.0,7,1.21,90,19,8.30,33,3,17,17,9,a,6,0.52,0,0,6.3,1.05,4.3,8,98,,623
298,Joe Gomez,45,DEF,Liverpool,,,3,92,0,0.67,184,374,277,111,289,0.01,0.04,297,337,39.7,82,Gomez,66,0,0.49,312.4,46.1,0.99,2.5,0.0,,1461,98,25.28,,15.1,0.20,8,,0,38.0,0,1.56,68,16,0.87,117,0,110,15,32,a,8,0.05,0,0,0.3,0.92,3.2,104,264,,180
299,Jordan Henderson,50,MID,Liverpool,Permanent transfer to Al-Ettifaq,,2,74,0,3.59,182,160,589,85,50,0.06,0.16,156,401,103.0,101,Henderson,83,0,0.35,315.2,525.8,1.31,0.0,0.0,,2060,236,31.96,2023-07-28T08:28:45.116062Z,13.8,1.35,0,0.0,0,185.0,0,1.4,69,30,4.93,259,3,101,23,101,u,8,0.22,0,0,0.0,1.0,2.0,42,113,,351
300,Curtis Jones,50,MID,Liverpool,,,2,94,0,1.36,210,236,380,138,130,0.1,0.12,128,206,75.0,154,Jones,94,0,0.35,272.8,238.1,1.31,2.1,0.0,,1029,121,15.60,,10.4,1.15,4,,0,240.0,3,1.36,52,15,2.51,155,1,83,12,63,a,4,0.22,0,0,0.2,1.05,2.9,89,168,,427
301,Caoimhin Kelleher,40,GKP,Liverpool,,,0,28,0,0.00,351,583,268,27,413,0.0,0.0,397,20,3.8,56,Kelleher,28,6,0.0,38.0,0.0,4.0,1.5,6.0,,90,43,1.77,,0.5,0.00,0,,0,0.0,0,1.77,2,4,0.00,250,0,28,1,27,a,0,0.0,0,0,0.3,1.0,2.0,37,362,,50
302,Ibrahima Konaté,50,DEF,Liverpool,,,5,83,0,0.65,200,233,144,193,296,0.07,0.04,184,305,46.8,25,Konaté,73,0,0.41,285.6,39.6,1.28,2.8,0.0,,1551,50,24.34,,9.8,1.21,0,,1,144.0,0,1.41,49,22,1.86,179,0,40,17,66,a,7,0.11,0,0,1.3,0.99,2.7,108,241,,424
303,Luis Díaz,75,MID,Liverpool,,,2,85,0,1.32,220,26,66,264,152,0.23,0.12,78,166,85.0,15,Luis Díaz,101,0,0.36,245.4,200.6,1.0,3.1,0.0,,991,20,11.99,,8.3,2.48,7,,0,404.0,4,1.09,62,11,3.80,89,2,55,11,39,a,4,0.35,0,0,5.9,1.0,3.6,99,143,,624
304,Alexis Mac Allister,60,MID,Liverpool,,,8,17,0,4.27,30,78,32,238,25,0.38,0.13,30,567,221.3,48,Mac Allister,13,0,0.31,750.8,746.4,1.41,2.7,0.0,,2882,10,40.48,,23.3,12.05,18,,1,714.0,10,1.26,140,45,16.32,51,2,19,31,23,a,10,0.51,0,0,12.9,0.97,4.0,20,24,,583
305,Joel Matip,50,DEF,Liverpool,,,3,93,0,0.93,228,164,299,184,275,0.07,0.08,223,216,39.6,16,Matip,86,0,0.25,232.8,61.9,1.65,2.8,0.0,,1091,112,16.46,,7.2,0.87,4,,1,102.0,1,1.36,36,20,1.80,186,0,68,12,72,a,3,0.15,0,0,0.3,0.99,2.6,98,265,,355
306,Nathaniel Phillips,40,DEF,Liverpool,,,0,131,0,0.01,361,580,297,21,353,0.06,0.01,324,17,3.4,171,Phillips,132,0,0.0,15.4,1.4,1.38,1.5,0.0,,65,111,0.48,,0.8,0.04,0,,0,18.0,0,0.66,3,1,0.05,313,0,123,1,116,a,0,0.07,0,0,0.3,1.38,1.5,130,365,,47
307,Andrew Robertson,65,DEF,Liverpool,,2.0,3,6,0,6.69,86,44,90,213,15,0.04,0.23,145,633,162.3,3,Robertson,28,0,0.31,549.2,862.1,1.19,3.6,0.0,,2579,28,36.59,,18.6,1.24,10,,0,211.0,0,1.28,121,34,7.93,87,8,20,29,22,a,9,0.27,0,0,3.6,1.01,3.6,3,52,,590
308,Mohamed Salah,125,MID,Liverpool,,,2,1,0,7.03,5,3,13,273,14,0.57,0.19,3,651,365.6,1,Salah,1,0,0.36,1067.4,899.2,1.23,4.5,0.0,2.0,3290,5,47.47,,19.1,21.01,23,,0,1688.0,19,1.3,239,45,28.04,4,13,1,37,1,a,13,0.76,2,0,26.1,1.01,6.3,12,2,2.0,640
309,Dominik Szoboszlai,70,MID,Liverpool,,3.0,0,273,0,0.00,638,35,82,256,638,0.0,0.0,638,0,0.0,22,Szoboszlai,273,0,0.0,0.0,0.0,0.0,3.0,0.0,,0,28,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,638,0,273,0,273,a,0,0.0,0,0,4.3,0.0,0.0,273,638,,610
310,Thiago Alcántara do Nascimento,50,MID,Liverpool,,,2,101,0,1.18,221,165,314,87,119,0.03,0.08,234,194,59.8,103,Thiago,102,0,0.14,244.4,265.8,1.65,2.1,0.0,,1252,96,21.41,,6.0,0.46,0,,0,86.0,0,1.54,30,23,1.64,297,0,124,14,127,a,2,0.11,0,0,0.2,1.01,1.7,83,205,,356
311,Konstantinos Tsimikas,45,DEF,Liverpool,,4.0,3,66,0,1.30,255,407,406,135,108,0.08,0.15,196,216,60.7,106,Tsimikas,100,0,0.47,183.2,298.3,1.3,2.5,0.0,,762,154,14.45,,10.7,0.68,2,,0,124.0,0,1.71,48,11,1.98,205,4,50,9,79,a,4,0.23,0,0,0.1,1.06,2.4,21,204,,213
312,Sepp van den Berg,40,DEF,Liverpool,Season long loan to Mainz 05,,0,170,0,0.00,451,619,488,48,444,0.0,0.0,429,0,0.0,198,Van den Berg,170,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,187,0.00,2023-07-17T06:21:35.145355Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,460,0,168,0,171,u,0,0.0,0,0,0.1,0.0,0.0,170,454,,86
313,Virgil van Dijk,60,DEF,Liverpool,,,3,11,0,1.09,32,63,42,210,207,0.08,0.03,84,636,125.4,4,Virgil,7,0,0.35,743.2,121.0,1.14,3.4,0.0,,2835,15,41.17,,21.2,2.50,13,,0,389.0,3,1.31,127,36,3.59,50,1,5,32,8,a,11,0.11,0,0,9.2,1.02,4.0,58,81,,568
626,Jarell Quansah,40,DEF,Liverpool,,,0,167,0,0.00,448,616,625,45,441,0.0,0.0,426,0,0.0,195,Quansah,167,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,213,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,457,0,165,0,168,a,0,0.0,0,0,0.0,0.0,0.0,167,451,,83
627,Bobby Clark,45,MID,Liverpool,,,0,181,0,0.09,559,513,633,61,368,0.0,1.16,353,1,0.2,257,Clark,222,0,0.0,0.0,0.3,0.0,1.5,0.0,,7,266,0.00,,0.2,0.00,0,,0,2.0,0,0.0,1,0,0.09,380,0,177,0,175,a,0,1.16,0,0,0.0,0.0,1.0,183,391,,319
628,Ben Doak,45,MID,Liverpool,,,0,173,0,0.00,378,515,609,63,355,0.0,0.0,347,4,1.2,259,Doak,174,0,0.0,5.6,1.4,3.91,1.5,0.0,,23,252,0.96,,0.4,0.00,0,,0,4.0,0,3.76,2,1,0.00,381,0,173,0,176,a,0,0.0,0,0,0.0,0.0,1.0,175,377,,321
629,James McConnell,45,MID,Liverpool,,,0,222,0,0.00,558,512,637,60,556,0.0,0.0,552,0,0.0,256,McConnell,221,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,270,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,562,0,222,0,224,a,0,0.0,0,0,0.0,0.0,0.0,222,560,,318
52,Marvelous Nakamba,45,MID,Luton,,,0,193,0,0.00,494,384,139,15,494,0.0,0.0,484,0,0.0,211,Nakamba,192,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,49,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,502,0,191,0,198,a,0,0.0,0,0,1.5,0.0,0.0,195,497,,190
314,Elijah Adebayo,50,FWD,Luton,,,0,60,0,0.00,591,215,151,25,590,0.0,0.0,588,0,0.0,45,Adebayo,59,0,0.0,0.0,0.0,0.0,0.9,0.0,,0,30,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,592,0,60,0,60,a,0,0.0,0,0,1.3,0.0,0.0,59,592,2.0,406
315,Mads Juel Andersen,40,DEF,Luton,,,0,153,0,0.00,425,586,190,25,416,0.0,0.0,400,0,0.0,175,Andersen,153,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,66,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,434,0,149,0,154,a,0,0.0,0,0,0.9,0.0,0.0,152,428,,53
316,Amari'i Bell,40,DEF,Luton,,,0,148,0,0.00,417,573,36,16,407,0.0,0.0,390,0,0.0,166,Bell,148,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,13,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,426,0,143,0,149,a,0,0.0,0,0,11.4,0.0,0.0,147,420,,40
317,Luke Berry,50,MID,Luton,,,0,240,0,0.00,580,169,453,91,578,0.0,0.0,573,0,0.0,107,Berry,240,0,0.0,0.0,0.0,0.0,1.1,0.0,3.0,0,154,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,582,0,239,0,241,a,0,0.0,0,0,0.1,0.0,0.0,240,581,,360
318,Reece Burke,40,DEF,Luton,Knock - Expected back 25 Aug,,0,147,0,0.00,415,571,486,15,405,0.0,0.0,388,0,0.0,165,Burke,147,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,185,0.00,2023-08-04T11:00:04.302248Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,424,0,142,0,148,i,0,0.0,0,0,0.1,0.0,0.0,146,418,,38
319,Allan Campbell,50,MID,Luton,,,0,253,0,0.00,595,225,512,132,594,0.0,0.0,592,0,0.0,148,Campbell,253,0,0.0,0.0,0.0,0.0,1.1,0.0,,0,181,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,596,0,253,0,253,a,0,0.0,0,0,0.1,0.0,0.0,253,596,,416
320,Jordan Clark,50,MID,Luton,Ankle injury - Unknown return date,2.0,0,243,0,0.00,583,179,580,99,581,0.0,0.0,576,0,0.0,115,Clark,243,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,230,0.00,2023-08-06T23:30:05.803333Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,584,0,242,0,243,i,0,0.0,0,0,0.0,0.0,0.0,243,584,,370
321,Alfie Doughty,45,DEF,Luton,,1.0,0,205,0,0.00,523,452,334,160,523,0.0,0.0,514,0,0.0,131,Doughty,205,0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,0,124,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,530,0,203,0,205,a,0,0.0,0,0,0.2,0.0,0.0,205,526,,258
322,Luke Freeman,50,MID,Luton,,4.0,0,237,0,0.00,577,155,566,82,575,0.0,0.0,570,0,0.0,98,Freeman,237,0,0.0,0.0,0.0,0.0,1.1,0.0,,0,221,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,579,0,236,0,238,a,0,0.0,0,0,0.0,0.0,0.0,237,578,,346
323,Matt Macey,40,GKP,Luton,,,0,39,0,0.00,407,561,187,17,396,0.0,0.0,378,0,0.0,46,Macey,39,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,26,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,416,0,18,0,39,a,0,0.0,0,0,0.9,0.0,0.0,27,410,,28
324,John McAtee,45,FWD,Luton,,,0,52,0,0.00,529,459,89,11,528,0.0,0.0,520,0,0.0,71,McAtee,50,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,18,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,535,0,52,0,52,a,0,0.0,0,0,3.6,0.0,0.0,50,532,,265
